1.728518046785316229e+09,4.338334553737259736e-01,1.250074436771171804e+00,1.665245359074904785e+00
1.728518046786384583e+09,4.338333351979202224e-01,1.250073006747316917e+00,1.665245393184792810e+00
1.728518046787348270e+09,4.338338635805538690e-01,1.250090683859444773e+00,1.665246350636987449e+00
1.728518046788319349e+09,4.338462152457016607e-01,1.250087605524478285e+00,1.665239136293761302e+00
1.728518046789366961e+09,4.338460165451114570e-01,1.250086154974761499e+00,1.665238449838474466e+00
1.728518046790313721e+09,4.338459170018584832e-01,1.250085191378673244e+00,1.665238113420625332e+00
1.728518046791307926e+09,4.338458103238105323e-01,1.250083754545023851e+00,1.665237909591748000e+00
1.728518046792277813e+09,4.338451160761851444e-01,1.250083267108999863e+00,1.665237525809915908e+00
1.728518046793278933e+09,4.338450097840533815e-01,1.250082306917809305e+00,1.665237308361449564e+00
1.728518046794483423e+09,4.338447912227423320e-01,1.250081343225241781e+00,1.665236965194721863e+00
1.728518046795301676e+09,4.338446849306105690e-01,1.250080383034051223e+00,1.665236747746255519e+00
1.728518046796280146e+09,4.338444596204209525e-01,1.250079422746381397e+00,1.665236523548910386e+00
1.728518046797332525e+09,4.338443600771677566e-01,1.250078459150294030e+00,1.665236187131061252e+00
1.728518046798409224e+09,4.338441343810623962e-01,1.250077022220166256e+00,1.665235976553305131e+00
1.728518046799390078e+09,4.338439090708727797e-01,1.250076061932496430e+00,1.665235752355959997e+00
1.728518046800403357e+09,4.338315573358608734e-01,1.250175414177886246e+00,1.665290021857786185e+00
1.728518046801360846e+09,4.338226819053814243e-01,1.250184200585669814e+00,1.665280069281699138e+00
1.728518046802316904e+09,4.338224307574245486e-01,1.250184683844964617e+00,1.665280280103118127e+00
1.728518046803310633e+09,4.338221796094676730e-01,1.250185167104260309e+00,1.665280490924536894e+00
1.728518046804302454e+09,4.338220470936522410e-01,1.250185173817575546e+00,1.665280722114423462e+00
1.728518046805287361e+09,4.338217959456953654e-01,1.250185657076870349e+00,1.665280932935842229e+00
1.728518046806479216e+09,4.338209759311335567e-01,1.250185172949264789e+00,1.665280661374514137e+00
1.728518046807316542e+09,4.338042850614951540e-01,1.250191849461112170e+00,1.665280120704146771e+00
1.728518046808309317e+09,4.338357450909882118e-01,1.250196739476142405e+00,1.665268506497922463e+00
1.728518046809355259e+09,4.338358577460830201e-01,1.250197219619977318e+00,1.665268618596595029e+00
1.728518046810342312e+09,4.338359632663830734e-01,1.250197226526251093e+00,1.665268863284239398e+00
1.728518046811325312e+09,4.338361949395355133e-01,1.250197706766564387e+00,1.665268982131790754e+00
1.728518046812292814e+09,4.338363008457515324e-01,1.250198190315296110e+00,1.665269213199845888e+00
1.728518046813322067e+09,4.338354474727117438e-01,1.250198199854636094e+00,1.665269522865842289e+00
1.728518046814324141e+09,4.338354343608701313e-01,1.250198683306888547e+00,1.665269747185018856e+00
1.728518046815341473e+09,4.338354208631123310e-01,1.250198690116683053e+00,1.665269985123784213e+00
1.728518046816397429e+09,4.338354077512707185e-01,1.250199173568936395e+00,1.665270209442960780e+00
1.728518046817423582e+09,4.338354013883078952e-01,1.250199653616292039e+00,1.665270314792754558e+00
1.728518046818307400e+09,4.338353878905503169e-01,1.250199660426086545e+00,1.665270552731519915e+00
1.728518046819357395e+09,4.338518587171693586e-01,1.250207271150372002e+00,1.665236867759911643e+00
1.728518046820330143e+09,4.338465280701258031e-01,1.250269367532265363e+00,1.665256289111064048e+00
1.728518046821308613e+09,4.338467672639889638e-01,1.250270797652599519e+00,1.665256261750054811e+00
1.728518046822294950e+09,4.338470064578521246e-01,1.250272227772932787e+00,1.665256234389045353e+00
1.728518046823328733e+09,4.338333070613549225e-01,1.250286287437574195e+00,1.665247051736153949e+00
1.728518046824311495e+09,4.338334339860392408e-01,1.250287714056532273e+00,1.665246898656883134e+00
1.728518046825371265e+09,4.338334418926659275e-01,1.250289140579010194e+00,1.665246738828733530e+00
1.728518046826347351e+09,4.338342889027428928e-01,1.250289611087026742e+00,1.665246534512530907e+00
1.728518046827317715e+09,4.338203267184017609e-01,1.250292114365253227e+00,1.665216883451046792e+00
1.728518046828324318e+09,4.338393412768899449e-01,1.250294764547509985e+00,1.665210002579349924e+00
1.728518046829414606e+09,4.338400970362565889e-01,1.250296174624375922e+00,1.665209288397559551e+00
1.728518046830284119e+09,4.338408595445022442e-01,1.250297581296345051e+00,1.665208455246386610e+00
1.728518046831311226e+09,4.338413899936794937e-01,1.250298031085542050e+00,1.665207516867251103e+00
1.728518046832317591e+09,4.338421521160089611e-01,1.250298961115051455e+00,1.665206697335666952e+00
1.728518046833360910e+09,4.338429146242543943e-01,1.250300367787020583e+00,1.665205864184494011e+00
1.728518046834301710e+09,4.338436699977050726e-01,1.250301301221428574e+00,1.665205163622292650e+00
1.728518046835296392e+09,4.338444325059505058e-01,1.250302707893396814e+00,1.665204330471119709e+00
1.728518046836400509e+09,4.338451946282797511e-01,1.250303637922907996e+00,1.665203510939535558e+00
1.728518046837339640e+09,4.338345703840318368e-01,1.250292269956363000e+00,1.665239426852537674e+00
1.728518046838295221e+09,4.338348459225505049e-01,1.250253266563222887e+00,1.665226702595334229e+00
1.728518046839311838e+09,4.338353426273333646e-01,1.250253733376904819e+00,1.665226359063112449e+00
1.728518046840369225e+09,4.338358393321162243e-01,1.250254200190587639e+00,1.665226015530890447e+00
1.728518046841348886e+09,4.338364550549569376e-01,1.250254667100749728e+00,1.665225678747547455e+00
1.728518046842353106e+09,4.338369517597397973e-01,1.250255133914432548e+00,1.665225335215325675e+00
1.728518046843434334e+09,4.338230460593941462e-01,1.250256418754827514e+00,1.665203128109852493e+00
1.728518046844481230e+09,4.338336714102728475e-01,1.250248003876926361e+00,1.665192743426710642e+00
