1.728518046784587145e+09,2.150916972407107775e+00,5.298683182852697016e-01,1.648356672736484452e+00
1.728518046785331011e+09,2.150929273565307831e+00,5.298655016983193633e-01,1.648341922707043050e+00
1.728518046786439180e+09,2.150928804241956094e+00,5.298654979075054783e-01,1.648341776742144882e+00
1.728518046787355900e+09,2.150926334987630639e+00,5.298641103142145425e-01,1.648343229225310846e+00
1.728518046788403273e+09,2.150925613744490317e+00,5.298636364977795665e-01,1.648343321321009469e+00
1.728518046789364815e+09,2.150924892501349550e+00,5.298631626813445905e-01,1.648343413416708314e+00
1.728518046790329218e+09,2.150924178007088017e+00,5.298626854600119174e-01,1.648343386543024369e+00
1.728518046791320801e+09,2.150923456763947250e+00,5.298622116435760532e-01,1.648343478638722992e+00
1.728518046792295694e+09,2.150909716896079349e+00,5.298584726277333345e-01,1.648345792457817094e+00
1.728518046793291092e+09,2.150916005014315235e+00,5.298411454884028871e-01,1.648357276092643042e+00
1.728518046794449806e+09,2.150915276636379936e+00,5.298401984344058846e-01,1.648357500777313467e+00
1.728518046795309305e+09,2.150913847261940237e+00,5.298387673492825911e-01,1.648357460649534589e+00
1.728518046796299219e+09,2.150912880847889674e+00,5.298378201023279388e-01,1.648357671836447436e+00
1.728518046797367573e+09,2.150911914433839112e+00,5.298368728553732865e-01,1.648357883023360282e+00
1.728518046798416853e+09,2.150910954768667338e+00,5.298359222035209370e-01,1.648357975240890338e+00
1.728518046799388885e+09,2.150910226390732038e+00,5.298349751495248228e-01,1.648358199925560763e+00
1.728518046800415516e+09,2.150909259976681476e+00,5.298340279025701705e-01,1.648358411112473609e+00
1.728518046801370621e+09,2.150915753917927997e+00,5.298434243929399656e-01,1.648386939596719003e+00
1.728518046802333832e+09,2.150914237579895527e+00,5.298429908563973001e-01,1.648388418831737479e+00
1.728518046803326130e+09,2.150921698247863389e+00,5.298601261375166516e-01,1.648403999556777189e+00
1.728518046804318428e+09,2.150920956372170068e+00,5.298591858933150434e-01,1.648404462180212970e+00
1.728518046805298567e+09,2.150920208133514144e+00,5.298587256964681913e-01,1.648405030153442752e+00
1.728518046806488991e+09,2.150919704293936530e+00,5.298577856452242330e-01,1.648405506274636112e+00
1.728518046807350159e+09,2.150907683256833902e+00,5.299251904756721032e-01,1.648410181654811346e+00
1.728518046808420658e+09,2.150906928655215378e+00,5.299252103261817837e-01,1.648410854977834905e+00
1.728518046809368372e+09,2.150906412089711672e+00,5.299252303696491140e-01,1.648411541798615820e+00
1.728518046810361147e+09,2.150905895524208411e+00,5.299252504131164443e-01,1.648412228619396958e+00
1.728518046811348915e+09,2.150904618765955512e+00,5.299267236393667702e-01,1.648413666873817185e+00
1.728518046812310696e+09,2.150909182925696772e+00,5.299321878569642763e-01,1.648404691227542740e+00
1.728518046813333273e+09,2.150908673494988044e+00,5.299326811379927449e-01,1.648405245459352075e+00
1.728518046814343691e+09,2.150908123956922768e+00,5.299336714908644552e-01,1.648406499887868693e+00
1.728518046815354824e+09,2.150907607777335251e+00,5.299341681767906209e-01,1.648407173089060596e+00
1.728518046816428185e+09,2.150907098346626523e+00,5.299346614578190895e-01,1.648407727320869931e+00
1.728518046817436934e+09,2.150906582167039005e+00,5.299351581437452552e-01,1.648408400522062056e+00
1.728518046818315029e+09,2.150906065987451932e+00,5.299356548296714209e-01,1.648409073723254181e+00
1.728518046819422483e+09,2.150904755484804198e+00,5.299371450804075678e-01,1.648411106824587913e+00
1.728518046820345640e+09,2.151016133648226969e+00,5.299371093555373946e-01,1.648346234082829431e+00
1.728518046821322441e+09,2.151017086564519953e+00,5.299380634122865530e-01,1.648346260834682164e+00
1.728518046822306633e+09,2.151018039094897194e+00,5.299385408265768760e-01,1.648346301206123687e+00
1.728518046823339224e+09,2.151018666239650212e+00,5.299395389540322299e-01,1.648347861062194220e+00
1.728518046824378014e+09,2.150992714383387128e+00,5.300198658173584931e-01,1.648336922937594817e+00
1.728518046825391293e+09,2.150993423286517991e+00,5.300217763709635932e-01,1.648337027921894737e+00
1.728518046826361418e+09,2.150993854818008533e+00,5.300251370883701796e-01,1.648337792365966115e+00
1.728518046827329397e+09,2.150994556972260607e+00,5.300270510468729768e-01,1.648338016319648602e+00
1.728518046828334332e+09,2.150995028225191952e+00,5.300294380499792624e-01,1.648338094186601710e+00
1.728518046829431057e+09,2.150995730379444471e+00,5.300313520084820595e-01,1.648338318140284198e+00
1.728518046830304623e+09,2.150996201632375815e+00,5.300337390115874570e-01,1.648338396007237305e+00
1.728518046831334114e+09,2.150993920668210713e+00,5.300376219174767201e-01,1.648340663927743810e+00
1.728518046832326651e+09,2.150956903591611624e+00,5.300363258545850442e-01,1.648277562334785618e+00
1.728518046833371639e+09,2.150961208195792285e+00,5.300421615918988749e-01,1.648281581346742852e+00
1.728518046834316254e+09,2.150962882741141780e+00,5.300440661075418447e-01,1.648281502383307728e+00
1.728518046835304976e+09,2.150962891419600620e+00,5.300464459149374363e-01,1.648281315315980100e+00
1.728518046836416006e+09,2.150963130999379747e+00,5.300483526777295396e-01,1.648281274335381852e+00
1.728518046837353945e+09,2.150963139677838587e+00,5.300507324851251312e-01,1.648281087268054224e+00
1.728518046838308811e+09,2.150963148356297427e+00,5.300531122925207228e-01,1.648280900200726595e+00
1.728518046839326382e+09,2.150963346389278996e+00,5.300558734052520649e-01,1.648277368371093843e+00
1.728518046840370893e+09,2.150963585969058123e+00,5.300577801680441681e-01,1.648277327390495595e+00
