1.728518046785344601e+09,2.031897895177593227e+00,2.309488010869798824e+00,1.662840986275816224e+00
1.728518046786489725e+09,2.031898610057770949e+00,2.309488964733589889e+00,1.662840999529911379e+00
1.728518046787361145e+09,2.031899093650712196e+00,2.309489914999525606e+00,1.662840880316865944e+00
1.728518046788471937e+09,2.031899808530889917e+00,2.309490868863316670e+00,1.662840893570960876e+00
1.728518046789381266e+09,2.031910724343574337e+00,2.309488630915939034e+00,1.662846354838823926e+00
1.728518046790345669e+09,2.031918924020728490e+00,2.309482621155031890e+00,1.662836599865839649e+00
1.728518046791331291e+09,2.031918753087485374e+00,2.309482110270642874e+00,1.662835410293843852e+00
1.728518046792301893e+09,2.031919481272463024e+00,2.309482819003410015e+00,1.662835192418967933e+00
1.728518046793294668e+09,2.031920202708561884e+00,2.309483531141074408e+00,1.662835093513474582e+00
1.728518046794461250e+09,2.031921168929654353e+00,2.309484240066800087e+00,1.662834889136356242e+00
1.728518046795312643e+09,2.031930331259735212e+00,2.309489074897403960e+00,1.662829059139803611e+00
1.728518046796293974e+09,2.031898443847327318e+00,2.309450658893735575e+00,1.662827633000895533e+00
1.728518046797372341e+09,2.031902834052020435e+00,2.309478628676284728e+00,1.662846671301720924e+00
1.728518046798420429e+09,2.031903555488118851e+00,2.309479340813949122e+00,1.662846572396227796e+00
1.728518046799401283e+09,2.031904045636980793e+00,2.309480049353758613e+00,1.662846341023594077e+00
1.728518046800464392e+09,2.031904767073079654e+00,2.309480761491423007e+00,1.662846242118100948e+00
1.728518046801378727e+09,2.031905257221941596e+00,2.309481470031232941e+00,1.662846010745467229e+00
1.728518046802331209e+09,2.031905978658040013e+00,2.309482182168897335e+00,1.662845911839974100e+00
1.728518046803320169e+09,2.031906468806901955e+00,2.309482890708706826e+00,1.662845680467340381e+00
1.728518046804327011e+09,2.031914773643456851e+00,2.309487681318801666e+00,1.662854973201981945e+00
1.728518046805304289e+09,2.031915495465471455e+00,2.309488870098924895e+00,1.662854860676899804e+00
1.728518046806492567e+09,2.031916448381764440e+00,2.309489824155674054e+00,1.662854887428752315e+00
1.728518046807345629e+09,2.031917163454900255e+00,2.309491016340694536e+00,1.662854893873052742e+00
1.728518046808472157e+09,2.031911903942439146e+00,2.309484102962385155e+00,1.662829828389507103e+00
1.728518046809372425e+09,2.031895261723415391e+00,2.309481819612587916e+00,1.662849614456004543e+00
1.728518046810357332e+09,2.031895513836162070e+00,2.309482527959439313e+00,1.662849369585613246e+00
1.728518046811356306e+09,2.031896003985024013e+00,2.309483236499248360e+00,1.662849138212979527e+00
1.728518046812325954e+09,2.031896256097771136e+00,2.309483944846099757e+00,1.662848893342588230e+00
1.728518046813368797e+09,2.031926999603849815e+00,2.309492055227496010e+00,1.662841446511298393e+00
1.728518046814349174e+09,2.031915452104155584e+00,2.309485549811213456e+00,1.662838827536735842e+00
1.728518046815366507e+09,2.031906908553039237e+00,2.309486124844462918e+00,1.662833667884393574e+00
1.728518046816446304e+09,2.031907650235774021e+00,2.309486826767436440e+00,1.662833212070752076e+00
1.728518046817483664e+09,2.031908398667388482e+00,2.309487525285511822e+00,1.662832637287728010e+00
1.728518046818346977e+09,2.031908895565129214e+00,2.309488230420424060e+00,1.662832286945711724e+00
